title,description,cuisine,course,prep,cook,serves,taste,difficulty,diet_tags,ingredients,method,adaptations,source
"Miso Chilli Roasted Tofu, Broccoli & Cashews (No Onion/Garlic)","Easy sheet-pan dinner: tofu, broccoli and cashews roasted in an umami-rich sesame, ginger and miso marinade. Adapted egg-free vegan style without onion or garlic; hing stands in for allium depth. Serve over noodles, steamed vegetables or a crunchy cabbage salad.",Fusion,Main Course,15 minutes,25-30 minutes,4,Umami & Spicy,Easy,vegan; vegetarian; egg-free,"400 g firm tofu, pressed and cubed | 1 large head broccoli, cut into florets | 75 g raw cashews | 2 tablespoons white or chickpea miso paste | 2 tablespoons tamari or soy sauce | 1 tablespoon toasted sesame oil | 1 tablespoon neutral oil | 1 tablespoon maple syrup | 1 tablespoon rice vinegar | 1 tablespoon grated fresh ginger | 1-2 teaspoons chilli flakes or chilli paste, to taste | 1 pinch hing (asafoetida) | 1 tablespoon sesame seeds (optional) | Fresh mint or coriander leaves, to finish (optional)","1. Heat the oven to 200°C / 400°F. Line a large baking tray. | 2. Warm the neutral oil briefly, bloom the hing in it for a few seconds, then whisk with miso, tamari, sesame oil, maple syrup, rice vinegar, ginger and chilli until smooth. | 3. Toss the tofu cubes in half the marinade and spread on the tray. | 4. Toss broccoli and cashews with the remaining marinade and arrange around the tofu in a single layer. | 5. Roast 25-30 minutes, turning once, until the tofu is golden at the edges and the broccoli is tender with charred tips. | 6. Scatter sesame seeds and herbs if using, and serve hot.",Reconstructed from Botanical Kitchen public recipe description (member-only full amounts were not publicly readable). Kept vegan and egg-free; no onion or garlic; hing (asafoetida) added for allium-free savoury depth.,https://www.botanicalkitchen.com/recipes/miso-chill-roasted-tofu-broccoli-cashews/
Bhindi Hara Masala,Bursting with flavour this bhindi dish is so very irresistible. Ladyfingers cooked with a green masala and Indian spices.,Indian  Course:,Main,16-20 minutes,26-30 minutes,4,Spicy,Moderate,vegan; vegetarian; egg-free,"0 grams ladyfingers (bhindi), ends trimmed and cut into | 1 inch pieces | 1 tbsp oil + to deep fry | 1 pinch hing (asafoetida) | 1 inch ginger, cut into strips + to garnish | 1 teaspoon cumin seeds 2- | 3 green chillies, finely chopped | 1 teaspoon red chilli powder 1/ | 4 teaspoon turmeric powder 1/ | 2 medium tomatoes | 1 green chilli, slit Yellow capsicum strips to garnish Red capsicum strips to garnish Hara masala | 1 cup fresh coriander leaves 1/ | 2 cup fresh mint leaves 1/ | 4 cup scraped fresh coconut | 2 green chillies | 1 inch ginger","1. Heat sufficient oil in a kadai and deep-fry the ladyfinger pieces till crisp, then add a pinch of hing. | 2. Drain on absorbent paper. | 3. To make hara masala, put coriander leaves, mint leaves, coconut, green chillies and ginger in a grinder jar and grind to a coarse paste. | 4. Heat 1 tbsp oil in a non-stick pan, add ginger, cumin seeds and green chillies and sauté till fragrant. | 5. Add mix and sauté till it turns brown. | 6. Add mix and sauté till translucent. | 7. Add the fried ladyfingers, red chilli powder, turmeric powder, dried mango powder and salt, mix and cook for 2-3 minutes. | 8. Add hara masala and mix well. | 9. Roughly chop tomatoes, add to the pan and cook till they turn soft and pulpy. | 10. Transfer into a serving bowl, garnish with ginger strips, slit green chilli, yellow and red capsicum strips and serve hot.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Bhindi Methi Bhurjee,Bhindi and methi make odd couple but in this dish they are simply very compatible. Ladyfingers and fenugreek leaves cooked with Indian spices. Best served with hot phulkas.,Indian  Course:,Main,16-20 minutes,26-30 minutes,4,Spicy,Easy,vegan; vegetarian; egg-free,"0 grams ladyfinges (bhindi), finely chopped | 1 large bunch fresh fenugreek leaves (methi), chopped | 3 tablespoons oil 2- | 1 pinch hing (asafoetida) | 3 green chillies, finely chopped | 1 tablespoon ginger, finely chopped | 1 teaspoon red chilli powder 1/ | 2 teaspoon turmeric powder | 1 tablespoon coriander powder | 1 teaspoon garam masala powder | 1 1/ | 1 medium tomato, finely chopped Fresh coriander sprigs to garnish","1. Heat rice bran oil in a non-stick pan, add green chillies, ginger and and sauté till fragrant, then add a pinch of hing. | 2. Add mix and sauté till translucent. | 3. Add ladyfingers, mix and cook for 8-10 minutes. | 4. Add red chilli powder, turmeric powder, coriander powder, garam masala powder, dried mango powder and salt. | 5. Mix well and cook for 4-5 minutes. | 6. Add fenugreek leaves and tomato, mix and cook till the tomatoes turn soft and pulpy. | 7. Transfer into a serving bowl, garnish with coriander sprigs and serve hot.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Biscuit Ice Cream Chocolate Bars,"Icecream bar covered with glucose biscuits, frozen and served drizzled with melted chocolate and nuts Icecream bar covered with glucose biscuits, frozen and served drizzled with melted chocolate and...",Fusion  Course:,Desserts,2-2.30 hour,0-5 minutes,4,Sweet,Easy,vegetarian; egg-free; lacto-vegetarian,"0 Glucose biscuits | 1 litres Vanilla ice cream bar | 1 cup Dark chocolate, melted to garnish Pistachios, finely chopped to garnish Vermicelli sprinklers to garnish Almonds, chopped","1. Stick half the glucose biscuits on the edge of one aide of the ice cream bar. | 2. Trim the exposed portion of the bar and turn it sideways so that biscuit portion is on one side. | 3. Now halve the bar from middle lengthwise and stick the remaining biscuits on the cut side. | 4. Transfer the bar on an aluminium sheet and cover it completely. | 5. Freeze for 1-2 hours. | 6. Further cut into smaller bars. | 7. Insert an ice cream stick in centre of each bar. | 8. Take melted dark chocolate in a bowl. | 9. Pour melted dark chocolate on each bar with a spoon. | 10. Drip off extra chocolate. | 11. Sprinkle pistachio, vermicelli sprinkles and almonds on each bar. | 12. Place them on a silicon mat and refrigerate for 5 minutes. | 13. Remove from refrigerator and transfer onto a serving platter and serve immediately.",Egg-free.,vegetarian-recipes.txt
Black Grapes Shikanji,"A refreshing and tangy black grape shikanji with a burst of spices, perfect for a chilled, revitalizing drink! This is",Fusion  Course:,Beverages,,6-8 minutes,4,Tangy,,vegan; vegetarian; egg-free,25- | 0 black grapes + for garnish ¼ cup sugar ¼ teaspoon salt A pinch of red chilli powder ¼ teaspoon roasted cumin powder A pinch of chaat masala Lemon wedges as required Pink salt as required Ice cubes as required Lemon slices as required Grape slices as required Mint sprigs as required Drinking soda as required,"1. Transfer black grapes in a blender jar. | 2. Add sugar and blend to a fine paste. | 3. Heat a nonstick pan and strain the puree through a fine sieve. | 4. Cook till the mixture thickens. | 5. Add salt, red chilli powder, roasted cumin powder, chaat masala and mix well. | 6. Cook for 2 minutes. | 7. Allow to cool. | 8. Apply lemon on rim the glass and press pink salt on it. | 9. Add ice cubes, lemon slices, grape slices and some more ice. | 10. Add mint sprigs and pour a portion of prepared syrup. | 11. Top up with soda, garnish with grapes and mint and serve chilled.",Egg-free.,vegetarian-recipes.txt
Broccoli & Cheese Soup,"This velvety concoction combines the wholesome goodness of tender broccoli florets with the rich, creamy allure of melted cheese, creating a symphony of flavors. This soup gets done easily and...",Fusion  Course:,Soups,5-10 minutes,10-15 minutes,4,Mild,Easy,vegetarian; egg-free; lacto-vegetarian,2 medium broccoli 8- | 2 small pieces of bocconcini | 3 tablespoons butter | 1 cup milk | 2 teaspoons olive oil Slices of bread to serve Parsley sprig for garnish | 1 pinch hing (asafoetida),"1. Separate small florets from broccoli and discard their stems. | 2. Put butter in a soup maker. | 3. Roughly chop and add. | 4. Add broccoli florets, vegetable stock, salt and crushed black peppercorns and cover with the lid. | 5. Select the desired option and let it cook for 4-6 minutes. | 6. Remove the lid and add milk, cover with lid, select the option and cook till the soup is done. | 7. Heat oil in a non-stick pan, keep the bread slices in it and cook, turning sides, till crisp on both sides, then add a pinch of hing. | 8. Keep them on a plate. | 9. Place 2-3 bocconcini pieces at the bottom of each serving bowl and pour the soup over. | 10. Garnish each bowl with a fresh parsley sprig and serve hot with toasted bread slices.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Broccoli Mac and Cheese,Blanched broccoli florets tossed in a healthy cheesy white sauce . Macaroni is replaced with broccoli in this recipe.,Fusion  Course:,Main,8-10 minutes,16-20 minutes,4,Mild,Easy,vegetarian; egg-free; lacto-vegetarian,4 tablespoons butter | 1 tablespoon whole wheat flour | 2 cups milk,"1. Boil sufficient water in a deep non-stick deep pan. | 2. Cut small florets of broccoli. | 3. Add salt and broccoli florets to the boiling water and blanch for 1-2 minutes. | 4. Meanwhile, melt butter in another non-stick pan, add whole wheat flour and mix well. | 5. Add milk and mix well. | 6. Grate processed cheese directly into the pan, mix well and cook till the cheese melts. | 7. Add salt and crushed black peppercorns and mix well. | 8. A pinch of dried mixed herbs and mix well. | 9. Strain the broccoli and add to the sauce, mix well and take the pan off the heat. | 10. Transfer into a serving plate, sprinkle red chilli flakes and serve hot.",Egg-free.,vegetarian-recipes.txt
Burnt Garlic Vegetable Fried Rice,Rice tossed with fresh cut vegetables and burnt garlic,Indo-Chinese  Course:,Rice,16-20 minutes,11-15 minutes,4,Mild,Easy,vegan; vegetarian; egg-free,"1 1/ | 2 cups Basmati rice,soaked for 15- | 0 minutes 10- | 6 French beans 1/ | 4 medium Cabbage 1/ | 2 medium Carrot 2- | 1 tablespoon Oil | 1 pinch hing (asafoetida) | 1 teaspoon Soy sauce | 1 teaspoon Vinegar","1. Finely chop string the French beans and chop them finely. | 2. Finely shred cabbage, peel and grate carrot. | 3. Slice and finely chop the stalk. | 4. Boil sufficient water in a deep pan and add salt. | 5. Drain and add the rice cover and cook till the rice is ¾ done. | 6. Drain and spread the rice on a plate to cool down. | 7. Heat oil in a non-stick wok, add and sauté on high heat till golden brown, then add a pinch of hing. | 8. Add mix and sauté for 30 seconds. | 9. Add French beans, carrot and cabbage, mix and sauté for 1 minute. | 10. Add salt and soy sauce and mix well. | 11. Add rice and adjust salt, toss and cook for 1 minute. | 12. Cover and cook on low heat for 2 minutes. | 13. Switch off heat, add vinegar and mix well. | 14. Transfer into a serving bowl, garnish with and serve hot.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Caramel Walnut Fudge,This fudge will be highly appreciated by both children and adults alike,Fusion  Course:,Desserts,51-60 minutes,16-20 minutes,4,Sweet,Easy,vegetarian; egg-free; lacto-vegetarian,"4 tbsps + for drizzling Caramel syrup 1/ | 4 cup Walnuts, chopped | 1 tbsp + to grease Ghee | 2 tablespoons Butter 1/ | 2 cup Khoya, grated | 1 cup Condensed milk | 0 grams Dark chocolate, chopped","1. Grease a shallow bowl with some ghee. | 2. Heat ghee in a non-stick pan, add butter and walnuts, mix and sauté till the walnuts are roasted. | 3. Reduce heat, add khoya and condensed milk, mix and cook till the mixture thickens, stirring continuously. | 4. Remove from heat, add caramel syrup and mix well. | 5. Place the pan back on heat and mix till well combined. | 6. Add chocolate and mix till it melts. | 7. Transfer the mixture onto a greased bowl and spread evenly. | 8. Drizzle some caramel syrup on top and refrigerate till set. | 9. Cut into pieces, arrange them on a serving platter and serve.",Egg-free.,vegetarian-recipes.txt
Cashew Pesto Pasta,"Get ready to fall in love with 'Cashew Pesto Pasta' all over again, which features the premium taste of #Prov, making it a flavorful recipe perfect for every occasion!",Italian  Course:,Noodles and Pastas,,8-10 minutes,4,Mild,,vegetarian; egg-free; lacto-vegetarian,"10- | 5 cashews 1½ cups fresh basil leaves 8- | 0 black peppercorns 10- | 2 tablespoons extra virgin olive oil | 1 pinch hing (asafoetida) | 5 button mushrooms, quartered ¼ cup boiled corn kernels 5- | 2 cups boiled penne pasta Grated parmesan cheese to sprinkle Fresh basil sprig for garnish","1. Take basil leaves in a grinder jar. | 2. Add black peppercorns, parmesan cheese powder, ½ cup extra virgin olive oil and cashews and grind to a coarse paste. | 3. Heat remaining extra virgin olive oil in a nonstick wok, then add a pinch of hing. | 4. Add button mushrooms and sauté for 2 minutes. | 5. Add corn kernels, cherry tomatoes and sauté for a minute. | 6. Add prepared pesto, salt and mix well. | 7. Add pasta and toss well. | 8. Transfer in a pasta plate, sprinkle parmesan cheese, garnish with basil sprig and serve hot.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Chaat Quiche,"A fusion delight combining the flaky goodness of quiche with the tangy, spicy flavors of Indian chaat, perfect for a unique and satisfying snack or appetizer.",Fusion  Course:,Snacks and Starters,8-10 hour,26-30 minutes,4,Tangy,Moderate,vegetarian; egg-free; lacto-vegetarian,"Tart 2½ cups soya bean flour Salt to taste | 4 tablespoons ghee | 1 teaspoon carom seeds (ajwain) | 1 cup black eyed beans (lobia) Filling | 2 tablespoons powdered sugar ¼ cup roasted peanuts, peeled | 1 cup dried white peas (matara), soaked overnight, boiled with salt and turmeric powder | 2 medium sweet potatoes, boiled, peeled and cut into ½ inch cubes | 1 medium carrot, peeled and grated | 1 medium beetroot, peeled and grated Chaat masala to sprinkle Tamarind chutney to drizzle Green chutney to drizzle Nylon sev for garnish Blanched carrot, cut into star shaped pieces for garnish Blanched beetroot, cut into star shaped pieces for garnish","1. Preheat the oven to 180˚C. | 2. To prepare short crust dough, take soyabean flour in a bowl. | 3. Add salt, ghee and mix well. | 4. Add carom seeds. | 5. Add little water and knead to semi soft dough. | 6. Divide the dough into equal portions, place each on the worktop and roll into a thick disc. | 7. Place it in a quiche mould and press lightly on all sides. | 8. Trim the edges which are bulging out of the mould. | 9. Spread a parchment paper on it and spread black eyed beans over the paper. | 10. Place the mould in the preheated oven and blind bake for 12-15 minutes. | 11. Take yogurt, salt, black salt, chaat masala and powdered sugar in a bowl. | 12. Mix well and set aside. | 13. Lightly crush roasted peanuts and set aside in another bowl. | 14. Remove quiche mould from the oven and allow it to cool down completely. | 15. Unmould the quiche base from the mould. | 16. Spread boiled matara evenly over it. | 17. Add sweet potato cubes, grated carrot and beetroot. | 18. Sprinkle chaat masala and crushed peanuts. | 19. Pour the yogurt mixture on top and cover the filling completely. | 20. Drizzle tamarind chutney and green chutney. | 21. Sprinkle nylon sev, garnish with carrot and beetroot stars and serve.",Egg-free.,vegetarian-recipes.txt
Chakna Platter,"An assortment of spicy and crunchy snacks commonly enjoyed with drinks in India, featuring items like peanuts, fried lentils, chickpea flour noodles (sev), and seasoned nuts or seeds.",Fusion  Course:,Snacks and Starters,31-40 minutes,31-40 minutes,4,Tangy,Easy,vegetarian; egg-free; lacto-vegetarian,"Masala Peanuts | 1 teaspoon chaat masala Oil for deep-frying Wasabi Makhana | 1 pinch hing (asafoetida) | 1 tablespoon oil | 2 cups puffed lotus seeds (makhana) | 2 teaspoons wasabi powder Masala Papad Cones | 1 papad | 2 cups chana, boiled | 1 tomato, finely chopped | 1 green chilli, finely chopped ½ teaspoon black salt | 1 tablespoon chopped coriander Juice of half lemon Sev for garnish Coriander leaves for garnish Cheesy Nuts | 1 cup cashews, whole | 1 teaspoon chaat masala Cheeseling Bhel | 2 cups cheeseling | 1 medium tomato, finely chopped | 1 ½ teaspoon chaat masala | 1 tablespoon chopped coriander ¼ cup sev Schezwan Chakli | 1 cup rice flour ¼ cup split skinless black gram (dhuli urad dal), ground","1. Masala Peanuts Heat sufficient oil in a kadai and deep-fry the peanuts till golden brown, then add a pinch of hing. | 2. Transfer to a bowl. | 3. In a separate bowl add chilli powder, black salt, salt to taste, chaat masala and prepare a masala for the peanuts. | 4. Mix the prepared masala in the peanuts well, transfer to a cutting glass filled till top and serve. | 5. Wasabi Makhana Heat oil in a non-stick pan and add the makhana, toss for 2-3 minutes. | 6. Add wasabi powder and toss again. | 7. Transfer to a cutting glass, filled till top and serve. | 8. Masala Papad Heat a non-stick tawa. | 9. Cut the papad into half and roast on the heated tawa until cooked. | 10. Fold into a cone, once cooked. | 11. Add boiled chana, tomato, green chilli, black salt, chaat masala, salt to taste, chopped coriander and lemon juice in a bowl and mix well. | 12. Fill this mixture in the prepared papad cones. | 13. Garnish with sev and coriander leaves, place the cones in a cutting glass and serve. | 14. Cheesy Nuts Heat sufficient oil in a kadai and deep-fry the cashews and almonds till golden. | 15. Drain on an absorbent paper and transfer to a bowl. | 16. Add cheese powder, black salt, salt to taste and chaat masala and mix well. | 17. Transfer to a cutting glass filled till top and serve. | 18. Cheeseling Bhel Add cheeselings, tomatoes, raw mango, black salt, salt, lemon juice and chaat masala in a bowl and mix well together. | 19. Add chopped coriander and sev. | 20. Transfer to a cutting glass filled till top and serve. | 21. Schezwan Chakli Add rice flour, ground split skinless black gram (urad dal aata), schezwan sauce, salt to taste, cumin seeds, chilli powder and some water in a bowl. | 22. Knead it to make soft dough. | 23. Heat sufficient oil in a kadai. | 24. Grease the chakli press with some oil. | 25. Put some dough, at a time, in a chakli press and press out chaklis in strips directly in the oil. | 26. Deep-fry on medium heat till crisp. | 27. Drain on absorbent paper and cool down to room temperature. | 28. Serve in a cutting glass.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
Chana Cheese Roti Turnover,"A delightful fusion of Indian and Western cuisines, featuring a savory turnover made with roti crust filled with a hearty mixture of spiced chickpeas and cheese.",Fusion  Course:,Snacks and Starters,8-10 hour,26-30 minutes,4,Spicy,Easy,vegetarian; egg-free; lacto-vegetarian,"1½ cups chickpeas (kabuli chane), soaked overnight, drained and boiled with salt and drained 2- | 3 tablespoons oil + to drizzle | 1 pinch hing (asafoetida) | 1 tablespoon grated ginger | 4 whole wheat tortillas or rotis Chana jor garam as required Cheese cubes as required Ginger strips for garnish Fresh mint sprigs for garnish","1. Heat oil in a non-stick pan, add ginger and sauté till raw flavour goes away, then add a pinch of hing. | 2. Add and sauté till it turns golden brown. | 3. Add capsicum and sauté for 1 minute. | 4. Add chickpeas, red chilli powder, turmeric powder, coriander powder and salt. | 5. Mix well. | 6. Crush the chickpeas slightly with a masher. | 7. Transfer the mixture into a bowl. | 8. Chop coriander leaves and add to the chickpea mixture and mix well. | 9. Allow the mixture to cool down. | 10. Keep each roti on the worktop, place some mixture on one side, place chana jor garam and cheese cubes on top. | 11. Fold the roti into half. | 12. Heat a non-stick tawa, place the folded rotis on it, drizzle some oil all around and cook on medium heat till the underside becomes crisp. | 13. Turnover and cook till the other side becomes evenly golden and the cheese melts. | 14. Cut into half and transfer on a serving plate. | 15. Sprinkle some red chilli powder, crush some chana jor garam and sprinkle on top. | 16. Serve hot, garnished with ginger strips and mint sprigs.",Removed onion/garlic (and related alliums). Added hing (asafoetida). Egg-free.,vegetarian-recipes.txt
